"Timestamp","Full Name ","College Email ","Personal Email id ","Current Year of study","Course","Branch","Passout Year ","HSM (Humanities & Management) subjects you have taken (if any)  ","PEC (Program Elective) subjects you have taken (if any)","MDM (Multidisciplinary Minor) courses you have taken (if any)","CC / LLC (Co-curricular) courses you have taken (if any)","Skills (Select upto 8)","Interests (Select top 3)","No of Projects Built","Project Details (Eg. Project 1. ToDo List App- React, Node.js, JS)","Anything you want to share ? (Carrer goals, Achievements)",""
"2026/04/15 11:47:15 AM GMT+5:30","Neha Mehta","neha.mehta23793@spit.ac.in","nehamehta5267@yahoo.com","3rd year","B.Tech","Information Technology","2027","Professional Communication","Artificial Intelligence","Entrepreneurship","Fire safety","Cybersecurity;Java;C++;JavaScript;Machine Learning;MongoDB;IOT","Web Development;AI/ML;App development;DevOps;Blockchain","1-3","Project 1: Smart attendance tracker - React Native, Firebase","Aiming for strong backend and system design skills.","Machine Learning"
"2026/04/19 07:03:19 PM GMT+5:30","Ananya Shah","ananya.shah23248@spit.ac.in","ananyashah6112@proton.me","3rd year","B.Tech","Computer Engineering","2027","N/A","Data Analytics","N/A","AOL","C;Java;Deep learning;Python;App / Web development;DevOps","Data Science;CyberSecurity;UI/UX design;Blockchain;Competitive Programming","3-8","Project 1: Community event app - React, Node.js, MongoDB | Project 2: Student engagement dashboard - Spring Boot, MySQL","Want to contribute to open-source and improve DSA consistency.","-"
"2026/04/16 12:23:08 PM GMT+5:30","Sana Deshpande","sana.deshpande23917@spit.ac.in","sanadeshpande6178@yahoo.com","3rd year","B.Tech","Computer Engineering","2027","N/A","Software Testing","Financial Literacy","-","IOT;React;Machine Learning;App / Web development;Deep learning;JavaScript;DevOps;Cybersecurity;C","App development;UI/UX design;AI/ML;Competitive Programming","8-15","Project 1: Canteen preorder system - Python, Flask, SQLite | Project 2: Community event app - Next.js, Express | Project 3: Community event app - Python, Flask, SQLite | Project 4: Exam prep planner - Spring Boot, MySQL | Project 5: Threat detection prototype - Spring Boot, MySQL","Aiming for strong backend and system design skills.","Interview prep"
"2026/04/14 07:11:11 PM GMT+5:30","Neha Kale","neha.kale23929@spit.ac.in","nehakale6867@proton.me","3rd year","B.Tech","Computer Science and Engineering","2027","-","Data Analytics","IOT","Theatre","Cybersecurity;SQL;App / Web development;React;Machine Learning;JavaScript;Java;MongoDB","Blockchain;AI/ML;Competitive Programming;Web Development;Data Science","3-8","Project 1: Library recommender - Python, Flask, SQLite | Project 2: Library recommender - Django, PostgreSQL","Want to contribute to open-source and improve DSA consistency.","Project planning"
"2026/04/16 03:09:36 PM GMT+5:30","Aditi Kanase","aditi.kanase25381@spit.ac.in","aditikanase4279@yahoo.com","1st year","B.Tech","Computer Engineering","2029","Psychology","NA","Financial Literacy","AOL","Machine Learning;C++;App / Web development;MongoDB","CyberSecurity;DevOps;Web Development;App development;UI/UX design","3-8","Project 1: Portfolio website - React Native, Firebase | Project 2: Resume screening assistant - React Native, Firebase","Want to contribute to open-source and improve DSA consistency.","DSA"
"2026/04/09 11:13:11 AM GMT+5:30","Vivaan Shah","vivaan.shah25463@spit.ac.in","vivaanshah4491@outlook.com","1st year","B.Tech","Computer Science and Engineering","2029","Professional Communication","Cyber Security","N/A","Abhyudaya Mentoring","MongoDB;C;Cybersecurity;Machine Learning;Python;React","UI/UX design;Data Science;Web Development","1-3","Project 1: Community event app - Next.js, Express","Focused on building impactful AI projects and research exposure.","Project planning"
"2026/04/18 12:05:23 AM GMT+5:30","Aditya Patil","aditya.patil25306@spit.ac.in","adityapatil4774@proton.me","1st year","B.Tech","Computer Engineering","2029","Professional Communication","Cyber Security","N/A","Fire safety","Cybersecurity;MongoDB;C;Python","AI/ML;Data Science;UI/UX design","1-3","Project 1: Resume screening assistant - Django, PostgreSQL","-","Data analytics"
"2026/04/06 01:05:56 PM GMT+5:30","Suraj Patil","suraj.patil23678@spit.ac.in","surajpatil1781@gmail.com","3rd year","B.Tech","Computer Science and Engineering","2027","N/A","N/A","Entrepreneurship","Theatre","C;JavaScript;MongoDB;App / Web development;C++;Machine Learning;Cybersecurity;SQL","AI/ML;DevOps;Competitive Programming;Web Development;CyberSecurity","3-8","Project 1: Resume screening assistant - React, Node.js, MongoDB | Project 2: Canteen preorder system - React, Node.js, MongoDB | Project 3: Campus navigation app - React Native, Firebase | Project 4: Exam prep planner - Django, PostgreSQL","Focused on building impactful AI projects and research exposure.","NA"
"2026/04/13 09:35:26 AM GMT+5:30","Tanish Pawar","tanish.pawar25933@spit.ac.in","tanishpawar3412@proton.me","1st year","B.Tech","Computer Engineering","2029","-","NLP / DL","Financial Literacy","Design Thinking","Machine Learning;C++;DevOps;Cybersecurity;JavaScript;Python;SQL;Java;MongoDB","Web Development;App development;DevOps;Competitive Programming","1-3","Project 1: Canteen preorder system - Python, Flask, SQLite","Working on communication and leadership along with tech skills.","NA"
"2026/04/07 03:08:53 PM GMT+5:30","Pranav Salvi","pranav.salvi25916@spit.ac.in","pranavsalvi7181@yahoo.com","1st year","B.Tech","Computer Engineering","2029","Ethics","N/A","N/A","NA","Cybersecurity;Java;C++;IOT;C;App / Web development;DevOps;Python","Competitive Programming;Blockchain;App development;CyberSecurity;Data Science","1-3","Project 1: Resume screening assistant - React, Node.js, MongoDB | Project 2: Community event app - Next.js, Express","Want to contribute to open-source and improve DSA consistency.","N/A"
"2026/04/21 03:12:45 PM GMT+5:30","Aarav Kadam","aarav.kadam25786@spit.ac.in","aaravkadam9457@outlook.com","1st year","B.Tech","Computer Engineering","2029","Ethics","Software Testing","UI/UX","Theatre","App / Web development;IOT;MongoDB;Java;Machine Learning;C;Deep learning;React","Blockchain;Competitive Programming;DevOps","1-3","Project 1: Doubt solving forum - React, Node.js, MongoDB | Project 2: Student engagement dashboard - Python, Flask, SQLite","Focused on building impactful AI projects and research exposure.","NA"
"2026/04/07 12:16:31 PM GMT+5:30","Aditya Mehta","aditya.mehta24455@spit.ac.in","adityamehta9398@proton.me","2nd year","B.Tech","Computer Engineering","2028","Economics","NLP / DL","NA","AOL","Machine Learning;IOT;C","CyberSecurity;Data Science;UI/UX design","3-8","Project 1: Student engagement dashboard - Python, Flask, SQLite | Project 2: Portfolio website - React, Node.js, MongoDB | Project 3: Exam prep planner - React Native, Firebase | Project 4: Portfolio website - Django, PostgreSQL","Interested in full-stack development and scalable systems.","Project planning"
"2026/04/07 10:56:13 PM GMT+5:30","Pranav Salvi","pranav.salvi25850@spit.ac.in","pranavsalvi4793@yahoo.com","1st year","B.Tech","Computer Science and Engineering","2029","Psychology","-","NA","AOL","Python;C++;MongoDB;IOT","Data Science;UI/UX design;Web Development;Blockchain","1-3","Project 1: Community event app - Next.js, Express","N/A","Career guidance"
"2026/04/17 05:07:31 PM GMT+5:30","Sarthak Patil","sarthak.patil23567@spit.ac.in","sarthakpatil7101@proton.me","3rd year","B.Tech","Computer Engineering","2027","Sociology","Artificial Intelligence","-","Fire safety","MongoDB;Deep learning;DevOps;Python;JavaScript;IOT","CyberSecurity;Competitive Programming;DevOps;App development","3-8","Project 1: Hostel issue tracker - Django, PostgreSQL | Project 2: Library recommender - Next.js, Express","Looking for mentorship in career direction and project depth.","NA"
"2026/04/21 04:41:09 PM GMT+5:30","Krish Kulkarni","krish.kulkarni23640@spit.ac.in","krishkulkarni4770@yahoo.com","3rd year","B.Tech","Computer Science and Engineering","2027","Sociology","Software Testing","Banking Technology","Fire safety","React;Machine Learning;SQL;Deep learning;App / Web development;MongoDB;JavaScript;Cybersecurity;Python","Blockchain;App development;Web Development","3-8","Project 1: Doubt solving forum - React, Node.js, MongoDB | Project 2: Community event app - React, Node.js, MongoDB | Project 3: Exam prep planner - Python, Flask, SQLite","Want to contribute to open-source and improve DSA consistency.","NA"
"2026/04/20 07:54:33 AM GMT+5:30","Vivaan Salvi","vivaan.salvi23834@spit.ac.in","vivaansalvi7425@gmail.com","3rd year","B.Tech","Computer Engineering","2027","NA","-","Financial Literacy","Sports","MongoDB;IOT;Cybersecurity","UI/UX design;Web Development;Competitive Programming;Blockchain;AI/ML","3-8","Project 1: Resume screening assistant - React Native, Firebase | Project 2: Exam prep planner - Next.js, Express","Working on communication and leadership along with tech skills.","NA"
"2026/04/09 02:14:34 PM GMT+5:30","Kunal Joshi","kunal.joshi25700@spit.ac.in","kunaljoshi1230@outlook.com","1st year","B.Tech","Computer Science and Engineering","2029","NA","N/A","NA","N/A","Java;C;IOT;React;Deep learning;Cybersecurity;JavaScript;Python","Blockchain;UI/UX design;Web Development;Competitive Programming;AI/ML","1-3","Project 1: Doubt solving forum - Django, PostgreSQL","Interested in internships where I can work on real products.","DSA"
"2026/04/10 04:15:12 PM GMT+5:30","Krish Kanase","krish.kanase24340@spit.ac.in","krishkanase5921@yahoo.com","2nd year","B.Tech","Computer Engineering","2028","Professional Communication","Data Analytics","-","Fire safety","Deep learning;IOT;Python;C;React;MongoDB;C++;DevOps","Blockchain;CyberSecurity;Web Development;Competitive Programming","1-3","Project 1: Threat detection prototype - Django, PostgreSQL | Project 2: Student engagement dashboard - React Native, Firebase","Aiming for strong backend and system design skills.","Machine Learning"
"2026/04/21 03:29:54 PM GMT+5:30","Tanish Iyer","tanish.iyer25008@spit.ac.in","tanishiyer1082@outlook.com","1st year","B.Tech","Computer Engineering","2029","NA","NA","-","Abhyudaya Mentoring","DevOps;App / Web development;Java","Competitive Programming;UI/UX design;Web Development","8-15","Project 1: Campus navigation app - React, Node.js, MongoDB | Project 2: Doubt solving forum - Python, Flask, SQLite | Project 3: Threat detection prototype - React, Node.js, MongoDB | Project 4: Resume screening assistant - Spring Boot, MySQL","Planning to explore cybersecurity competitions this year.","Career guidance"
"2026/04/07 03:17:11 AM GMT+5:30","Tanish Shah","tanish.shah25657@spit.ac.in","tanishshah1046@gmail.com","1st year","B.Tech","Computer Engineering","2029","Ethics","-","IOT","Sports","MongoDB;IOT;App / Web development;C;SQL;Java","Data Science;AI/ML;UI/UX design;Blockchain;CyberSecurity","1-3","Project 1: Community event app - Spring Boot, MySQL | Project 2: Canteen preorder system - Next.js, Express","Working on communication and leadership along with tech skills.","Data analytics"
"2026/04/12 06:29:43 PM GMT+5:30","Suraj Mathpati","suraj.mathpati24551@spit.ac.in","surajmathpati8980@gmail.com","2nd year","B.Tech","Computer Engineering","2028","Sociology","Software Testing","Entrepreneurship","NA","IOT;JavaScript;Python;C++;Java;C;SQL","Blockchain;App development;AI/ML;UI/UX design;Web Development","1-3","Project 1: Campus navigation app - Spring Boot, MySQL | Project 2: Library recommender - Django, PostgreSQL","Trying to balance academics, projects, and hackathons better.","-"
"2026/04/20 08:02:43 AM GMT+5:30","Krish Kanase","krish.kanase25498@spit.ac.in","krishkanase7393@yahoo.com","1st year","B.Tech","Computer Engineering","2029","-","Artificial Intelligence","IOT","N/A","Cybersecurity;Python;DevOps;App / Web development","CyberSecurity;UI/UX design;App development;Competitive Programming","1-3","Project 1: Student engagement dashboard - React Native, Firebase | Project 2: Student engagement dashboard - Python, Flask, SQLite","Planning to explore cybersecurity competitions this year.","-"
"2026/04/05 07:51:10 PM GMT+5:30","Tanish Kulkarni","tanish.kulkarni25270@spit.ac.in","tanishkulkarni1262@gmail.com","1st year","B.Tech","Computer Engineering","2029","Professional Communication","NA","Entrepreneurship","Theatre","JavaScript;Machine Learning;Cybersecurity;SQL;Java;React;MongoDB","CyberSecurity;AI/ML;Data Science","3-8","Project 1: Threat detection prototype - React, Node.js, MongoDB | Project 2: Hostel issue tracker - Python, Flask, SQLite | Project 3: Threat detection prototype - React, Node.js, MongoDB | Project 4: Community event app - Spring Boot, MySQL","Interested in full-stack development and scalable systems.","NA"
"2026/04/10 04:28:16 PM GMT+5:30","Ishita Pawar","ishita.pawar25962@spit.ac.in","ishitapawar5888@gmail.com","1st year","B.Tech","Computer Science and Engineering","2029","N/A","-","Banking Technology","Fire safety","C;IOT;App / Web development;React;C++;Machine Learning","CyberSecurity;Blockchain;Competitive Programming;DevOps;UI/UX design","1-3","Project 1: Hostel issue tracker - Next.js, Express","Preparing for product-based company placements.","System design"
"2026/04/17 01:20:28 PM GMT+5:30","Vedant Salvi","vedant.salvi25499@spit.ac.in","vedantsalvi7908@gmail.com","1st year","B.Tech","Computer Science and Engineering","2029","Sociology","-","NA","Design Thinking","IOT;C++;App / Web development;Python;MongoDB;React;Cybersecurity;DevOps","Competitive Programming;Blockchain;App development;CyberSecurity;DevOps","1-3","Project 1: Smart attendance tracker - Spring Boot, MySQL | Project 2: Smart attendance tracker - Spring Boot, MySQL","Interested in full-stack development and scalable systems.","DSA"
"2026/04/21 10:29:39 AM GMT+5:30","Sana Joshi","sana.joshi25530@spit.ac.in","sanajoshi6652@gmail.com","1st year","B.Tech","Computer Engineering","2029","Ethics","Artificial Intelligence","Entrepreneurship","Design Thinking","Deep learning;Java;IOT;Cybersecurity;DevOps;Machine Learning","AI/ML;UI/UX design;Data Science;CyberSecurity","1-3","Project 1: Exam prep planner - React Native, Firebase","NA","Machine Learning"
"2026/04/18 06:34:49 AM GMT+5:30","Suraj Nair","suraj.nair23182@spit.ac.in","surajnair7806@gmail.com","3rd year","B.Tech","Computer Science and Engineering","2027","Professional Communication","NLP / DL","Banking Technology","Yoga","App / Web development;IOT;MongoDB;Machine Learning;DevOps;React;C;Cybersecurity;JavaScript","Data Science;Competitive Programming;DevOps;Blockchain","3-8","Project 1: Resume screening assistant - Next.js, Express | Project 2: Library recommender - Django, PostgreSQL | Project 3: Campus navigation app - React Native, Firebase","Want to contribute to open-source and improve DSA consistency.","Machine Learning"
"2026/04/17 11:46:59 PM GMT+5:30","Sana Kulkarni","sana.kulkarni25006@spit.ac.in","sanakulkarni126@gmail.com","1st year","B.Tech","Computer Engineering","2029","Psychology","Artificial Intelligence","IOT","-","JavaScript;IOT;Machine Learning;MongoDB;Deep learning;React;Cybersecurity","DevOps;Data Science;Competitive Programming;CyberSecurity;UI/UX design","1-3","Project 1: Doubt solving forum - Python, Flask, SQLite | Project 2: Threat detection prototype - Django, PostgreSQL","Trying to balance academics, projects, and hackathons better.","Web Development"
"2026/04/10 01:55:51 PM GMT+5:30","Ananya Anand","ananya.anand23458@spit.ac.in","ananyaanand2660@gmail.com","3rd year","B.Tech","Computer Engineering","2027","Professional Communication","Cloud Computing","Financial Literacy","-","Cybersecurity;C++;Java","DevOps;App development;Web Development;AI/ML","1-3","Project 1: Portfolio website - React, Node.js, MongoDB","N/A","Interview prep"
"2026/04/21 07:39:46 AM GMT+5:30","Riya Pawar","riya.pawar24450@spit.ac.in","riyapawar185@outlook.com","2nd year","B.Tech","Computer Science and Engineering","2028","NA","NA","Financial Literacy","Design Thinking","Python;App / Web development;C;Java;C++","DevOps;UI/UX design;Competitive Programming;Data Science","1-3","Project 1: Resume screening assistant - Spring Boot, MySQL | Project 2: Threat detection prototype - React, Node.js, MongoDB","Interested in internships where I can work on real products.","NA"
"2026/04/15 04:19:18 AM GMT+5:30","Sana Anand","sana.anand23621@spit.ac.in","sanaanand3197@proton.me","3rd year","B.Tech","Computer Science and Engineering","2027","NA","Cyber Security","N/A","Fire safety","Machine Learning;JavaScript;IOT;Deep learning;Cybersecurity;SQL;MongoDB;App / Web development;Python","UI/UX design;Competitive Programming;Blockchain","3-8","Project 1: Resume screening assistant - React, Node.js, MongoDB | Project 2: Student engagement dashboard - React, Node.js, MongoDB | Project 3: Canteen preorder system - React, Node.js, MongoDB","Preparing for product-based company placements.","Machine Learning"
"2026/04/12 08:21:29 AM GMT+5:30","Sarthak Iyer","sarthak.iyer25010@spit.ac.in","sarthakiyer4324@outlook.com","1st year","B.Tech","Computer Engineering","2029","Psychology","Software Testing","UI/UX","Design Thinking","Python;Deep learning;JavaScript;Java;IOT","Data Science;Blockchain;UI/UX design;App development","8-15","Project 1: Exam prep planner - Spring Boot, MySQL | Project 2: Exam prep planner - Spring Boot, MySQL | Project 3: Resume screening assistant - Python, Flask, SQLite | Project 4: Doubt solving forum - React, Node.js, MongoDB | Project 5: Campus navigation app - React, Node.js, MongoDB","Trying to balance academics, projects, and hackathons better.","NA"
"2026/04/15 12:46:53 AM GMT+5:30","Bhumi Kale","bhumi.kale23503@spit.ac.in","bhumikale3006@yahoo.com","3rd year","B.Tech","Computer Engineering","2027","Sociology","N/A","Entrepreneurship","Yoga","IOT;App / Web development;Java;SQL;C++;Machine Learning","UI/UX design;Web Development;Competitive Programming;Blockchain","3-8","Project 1: Hostel issue tracker - Django, PostgreSQL | Project 2: Campus navigation app - Python, Flask, SQLite","Working on communication and leadership along with tech skills.","N/A"
"2026/04/15 01:08:21 PM GMT+5:30","Vedant Joshi","vedant.joshi25511@spit.ac.in","vedantjoshi6955@outlook.com","1st year","B.Tech","Computer Engineering","2029","NA","Cloud Computing","IOT","Design Thinking","Python;C++;DevOps;JavaScript;IOT;Machine Learning;MongoDB;SQL","Data Science;AI/ML;DevOps;UI/UX design","1-3","Project 1: Student engagement dashboard - React, Node.js, MongoDB","Want to contribute to open-source and improve DSA consistency.","DSA"
"2026/04/15 01:05:09 AM GMT+5:30","Rohit Rathod","rohit.rathod23257@spit.ac.in","rohitrathod9220@gmail.com","3rd year","B.Tech","Computer Engineering","2027","Psychology","N/A","Entrepreneurship","AOL","JavaScript;React;Cybersecurity;Machine Learning;App / Web development","UI/UX design;Web Development;Data Science;Competitive Programming","3-8","Project 1: Community event app - Django, PostgreSQL | Project 2: Exam prep planner - Django, PostgreSQL | Project 3: Resume screening assistant - Next.js, Express","N/A","Project planning"
"2026/04/20 04:59:56 PM GMT+5:30","Aditya Mathpati","aditya.mathpati25629@spit.ac.in","adityamathpati4704@proton.me","1st year","B.Tech","Computer Science and Engineering","2029","Sociology","Software Testing","IOT","Abhyudaya Mentoring","C++;Java;React","UI/UX design;Blockchain;Competitive Programming","1-3","Project 1: Library recommender - Python, Flask, SQLite | Project 2: Resume screening assistant - Next.js, Express","Preparing for product-based company placements.","Career guidance"
"2026/04/08 09:50:27 AM GMT+5:30","Kunal Deshpande","kunal.deshpande23172@spit.ac.in","kunaldeshpande3022@gmail.com","3rd year","B.Tech","Computer Science and Engineering","2027","N/A","Software Testing","N/A","N/A","C;IOT;MongoDB;Machine Learning;C++;Deep learning;JavaScript","AI/ML;App development;UI/UX design;Data Science;Blockchain","3-8","Project 1: Exam prep planner - Next.js, Express | Project 2: Canteen preorder system - React Native, Firebase","NA","N/A"
"2026/04/18 11:09:28 AM GMT+5:30","Tanish Kale","tanish.kale23562@spit.ac.in","tanishkale7298@outlook.com","3rd year","B.Tech","Computer Engineering","2027","Sociology","Cyber Security","NA","Abhyudaya Mentoring","Machine Learning;JavaScript;React;SQL;IOT;Python;C++;Deep learning","UI/UX design;DevOps;AI/ML;App development","3-8","Project 1: Smart attendance tracker - React, Node.js, MongoDB | Project 2: Threat detection prototype - Spring Boot, MySQL | Project 3: Portfolio website - Python, Flask, SQLite","Trying to balance academics, projects, and hackathons better.","Career guidance"
"2026/04/09 10:51:02 PM GMT+5:30","Neha Mishra","neha.mishra25237@spit.ac.in","nehamishra128@yahoo.com","1st year","B.Tech","Computer Engineering","2029","Economics","Cyber Security","Banking Technology","Abhyudaya Mentoring","JavaScript;C++;MongoDB;App / Web development","Blockchain;CyberSecurity;AI/ML","1-3","Project 1: Hostel issue tracker - Spring Boot, MySQL | Project 2: Campus navigation app - Spring Boot, MySQL","Want to contribute to open-source and improve DSA consistency.","Career guidance"
"2026/04/09 09:18:59 PM GMT+5:30","Aarav Rane","aarav.rane25051@spit.ac.in","aaravrane8774@gmail.com","1st year","B.Tech","Computer Science and Engineering","2029","NA","Software Testing","NA","Yoga","MongoDB;JavaScript;SQL;React;DevOps","Web Development;UI/UX design;Blockchain;App development;DevOps","1-3","Project 1: Hostel issue tracker - React, Node.js, MongoDB | Project 2: Threat detection prototype - React Native, Firebase","N/A","Interview prep"
"2026/04/16 01:27:20 PM GMT+5:30","Kunal Anand","kunal.anand25756@spit.ac.in","kunalanand559@outlook.com","1st year","B.Tech","Computer Science and Engineering","2029","NA","Data Analytics","Banking Technology","Sports","App / Web development;DevOps;C;Machine Learning","App development;CyberSecurity;Data Science;UI/UX design;AI/ML","1-3","Project 1: Portfolio website - React, Node.js, MongoDB","Focused on building impactful AI projects and research exposure.","Machine Learning"
"2026/04/06 09:27:46 AM GMT+5:30","Ananya Mathpati","ananya.mathpati25809@spit.ac.in","ananyamathpati3992@gmail.com","1st year","B.Tech","Computer Engineering","2029","Professional Communication","Cyber Security","Banking Technology","AOL","C++;App / Web development;Deep learning;React;C;DevOps","AI/ML;App development;Competitive Programming;Data Science","1-3","Project 1: Portfolio website - Django, PostgreSQL","Working on communication and leadership along with tech skills.","Career guidance"
"2026/04/18 01:09:55 PM GMT+5:30","Sana Patil","sana.patil25497@spit.ac.in","sanapatil7178@yahoo.com","1st year","B.Tech","Computer Engineering","2029","NA","N/A","IOT","Sports","IOT;Machine Learning;Java;C++;Cybersecurity;DevOps;SQL","CyberSecurity;UI/UX design;Data Science;Web Development","3-8","Project 1: Threat detection prototype - React Native, Firebase | Project 2: Library recommender - Spring Boot, MySQL | Project 3: Smart attendance tracker - Django, PostgreSQL | Project 4: Portfolio website - Django, PostgreSQL","Focused on building impactful AI projects and research exposure.","System design"
"2026/04/15 07:43:42 AM GMT+5:30","Rohit Iyer","rohit.iyer24158@spit.ac.in","rohitiyer4648@yahoo.com","2nd year","B.Tech","Computer Engineering","2028","NA","Data Analytics","UI/UX","NA","C++;SQL;Python;IOT","DevOps;Competitive Programming;CyberSecurity","1-3","Project 1: Smart attendance tracker - Python, Flask, SQLite | Project 2: Exam prep planner - Django, PostgreSQL","NA","Career guidance"
"2026/04/06 06:57:44 PM GMT+5:30","Vedant Iyer","vedant.iyer23762@spit.ac.in","vedantiyer6824@yahoo.com","3rd year","B.Tech","Computer Engineering","2027","NA","N/A","UI/UX","NA","MongoDB;Python;Cybersecurity;Machine Learning;DevOps;Java;IOT","App development;UI/UX design;Competitive Programming;Data Science;DevOps","3-8","Project 1: Doubt solving forum - Spring Boot, MySQL | Project 2: Threat detection prototype - React Native, Firebase","Looking for mentorship in career direction and project depth.","DSA"
"2026/04/20 05:53:22 PM GMT+5:30","Tanish Kanase","tanish.kanase24866@spit.ac.in","tanishkanase6100@proton.me","2nd year","B.Tech","Computer Science and Engineering","2028","Economics","Cloud Computing","Financial Literacy","Abhyudaya Mentoring","JavaScript;React;SQL;DevOps;MongoDB;C;Machine Learning;Java","Web Development;AI/ML;Competitive Programming;Blockchain;DevOps","3-8","Project 1: Exam prep planner - Python, Flask, SQLite | Project 2: Smart attendance tracker - Next.js, Express","Planning to explore cybersecurity competitions this year.","NA"
"2026/04/19 12:07:49 PM GMT+5:30","Vedant Rane","vedant.rane23142@spit.ac.in","vedantrane4351@yahoo.com","3rd year","B.Tech","Computer Engineering","2027","N/A","NLP / DL","Financial Literacy","AOL","SQL;Java;IOT;Deep learning;C++;JavaScript;C;React;Machine Learning","App development;Web Development;DevOps;AI/ML","1-3","Project 1: Hostel issue tracker - React Native, Firebase | Project 2: Campus navigation app - Spring Boot, MySQL","Interested in full-stack development and scalable systems.","-"
"2026/04/16 04:35:24 AM GMT+5:30","Sarthak Anand","sarthak.anand25157@spit.ac.in","sarthakanand837@proton.me","1st year","B.Tech","Computer Engineering","2029","Professional Communication","N/A","N/A","AOL","C;Machine Learning;MongoDB;JavaScript;C++;DevOps;Cybersecurity;SQL","AI/ML;Blockchain;Data Science;CyberSecurity;App development","1-3","Project 1: Hostel issue tracker - Next.js, Express | Project 2: Resume screening assistant - Spring Boot, MySQL","Looking for mentorship in career direction and project depth.","NA"
"2026/04/14 05:47:01 AM GMT+5:30","Bhumi Jadhav","bhumi.jadhav25116@spit.ac.in","bhumijadhav6786@proton.me","1st year","B.Tech","Computer Engineering","2029","N/A","Data Analytics","N/A","NA","C;Python;Cybersecurity;App / Web development;React;Java","App development;Blockchain;UI/UX design;Web Development;Competitive Programming","1-3","Project 1: Canteen preorder system - React, Node.js, MongoDB","Working on communication and leadership along with tech skills.","System design"
"2026/04/18 04:41:57 PM GMT+5:30","Krish Kulkarni","krish.kulkarni25560@spit.ac.in","krishkulkarni8583@yahoo.com","1st year","B.Tech","Computer Engineering","2029","Economics","Artificial Intelligence","-","Yoga","JavaScript;Python;DevOps","CyberSecurity;Web Development;Data Science;UI/UX design;Competitive Programming","3-8","Project 1: Hostel issue tracker - Next.js, Express | Project 2: Canteen preorder system - Next.js, Express","Working on communication and leadership along with tech skills.","Data analytics"
"2026/04/19 08:50:22 PM GMT+5:30","Sarthak Nair","sarthak.nair23926@spit.ac.in","sarthaknair5178@proton.me","3rd year","B.Tech","Computer Engineering","2027","NA","Data Analytics","Financial Literacy","-","React;SQL;MongoDB;Java;C","UI/UX design;Blockchain;Competitive Programming;AI/ML","8-15","Project 1: Threat detection prototype - Python, Flask, SQLite | Project 2: Smart attendance tracker - Next.js, Express | Project 3: Canteen preorder system - React Native, Firebase | Project 4: Smart attendance tracker - Django, PostgreSQL","Planning to explore cybersecurity competitions this year.","Project planning"
"2026/04/15 05:26:01 PM GMT+5:30","Suraj Anand","suraj.anand23428@spit.ac.in","surajanand3948@outlook.com","3rd year","B.Tech","Computer Engineering","2027","Ethics","Cloud Computing","NA","Theatre","DevOps;IOT;Machine Learning;Java;MongoDB","AI/ML;UI/UX design;Web Development","3-8","Project 1: Threat detection prototype - Next.js, Express | Project 2: Campus navigation app - Spring Boot, MySQL | Project 3: Portfolio website - Spring Boot, MySQL | Project 4: Library recommender - React, Node.js, MongoDB","Working on communication and leadership along with tech skills.","Interview prep"
"2026/04/08 01:37:51 PM GMT+5:30","Sana Rane","sana.rane25798@spit.ac.in","sanarane3089@gmail.com","1st year","B.Tech","Computer Science and Engineering","2029","-","-","NA","Theatre","C++;DevOps;SQL;Java;Machine Learning","Competitive Programming;UI/UX design;App development;Data Science;Blockchain","3-8","Project 1: Doubt solving forum - Spring Boot, MySQL | Project 2: Exam prep planner - Spring Boot, MySQL | Project 3: Smart attendance tracker - React Native, Firebase","Aiming for strong backend and system design skills.","-"
"2026/04/11 08:45:43 AM GMT+5:30","Kunal Mishra","kunal.mishra22502@spit.ac.in","kunalmishra5333@proton.me","4th year","B.Tech","Computer Science and Engineering","2026","Economics","NLP / DL","Entrepreneurship","Abhyudaya Mentoring","Deep learning;IOT;Machine Learning;DevOps;C;App / Web development;C++;Python","Web Development;Data Science;CyberSecurity;DevOps","1-3","Project 1: Library recommender - React, Node.js, MongoDB | Project 2: Threat detection prototype - React Native, Firebase","Looking for mentorship in career direction and project depth.","N/A"
"2026/04/17 10:09:23 PM GMT+5:30","Kunal Joshi","kunal.joshi25433@spit.ac.in","kunaljoshi4833@gmail.com","1st year","B.Tech","Computer Engineering","2029","Sociology","Software Testing","NA","Design Thinking","Machine Learning;Java;MongoDB;DevOps;React;SQL;C;C++","Data Science;Competitive Programming;Web Development;AI/ML","3-8","Project 1: Library recommender - Next.js, Express | Project 2: Library recommender - Spring Boot, MySQL | Project 3: Library recommender - Next.js, Express","-","Career guidance"
"2026/04/18 05:35:58 PM GMT+5:30","Sarthak Mishra","sarthak.mishra25973@spit.ac.in","sarthakmishra2629@proton.me","1st year","B.Tech","Computer Science and Engineering","2029","NA","Cloud Computing","NA","Design Thinking","Cybersecurity;DevOps;C;MongoDB","CyberSecurity;Competitive Programming;AI/ML;UI/UX design","3-8","Project 1: Campus navigation app - Spring Boot, MySQL | Project 2: Exam prep planner - React, Node.js, MongoDB","Interested in full-stack development and scalable systems.","Data analytics"
